timestamp,y,y_hat
2025-10-07 17:30:00+02:00,62413.456,61893.71
2025-10-07 17:45:00+02:00,62535.598,62194.57
2025-10-07 18:00:00+02:00,62625.311,62647.83
2025-10-07 18:15:00+02:00,62968.073,62786.73
2025-10-07 18:30:00+02:00,63452.093,62802.83
2025-10-07 18:45:00+02:00,64060.78,62930.41
2025-10-07 19:00:00+02:00,64372.274,62821.29
2025-10-07 19:15:00+02:00,64140.005,62608.81
2025-10-07 19:30:00+02:00,63519.24,62342.51
2025-10-07 19:45:00+02:00,63384.223,61783.27
2025-10-07 20:00:00+02:00,61764.587,60787.96
2025-10-07 20:15:00+02:00,61058.841,59997.83
2025-10-07 20:30:00+02:00,60109.5,59325.16
2025-10-07 20:45:00+02:00,59126.848,58551.49
2025-10-07 21:00:00+02:00,57882.498,57588.2
2025-10-07 21:15:00+02:00,57029.116,56796.33
2025-10-07 21:30:00+02:00,55974.576,55904.81
2025-10-07 21:45:00+02:00,55055.211,55004.28
2025-10-07 22:00:00+02:00,54259.123,54189.38
2025-10-07 22:15:00+02:00,53518.229,53203.17
2025-10-07 22:30:00+02:00,52516.809,52273.01
2025-10-07 22:45:00+02:00,51533.594,51377.05
2025-10-07 23:00:00+02:00,50421.255,50389.51
2025-10-07 23:15:00+02:00,49747.506,49593.26
2025-10-07 23:30:00+02:00,48993.723,48773.0
2025-10-07 23:45:00+02:00,48276.11,48019.63
2025-10-08 00:00:00+02:00,47208.857,47089.74
2025-10-08 00:15:00+02:00,46643.871,46538.48
2025-10-08 00:30:00+02:00,46024.45,46130.35
2025-10-08 00:45:00+02:00,45701.183,45689.22
2025-10-08 01:00:00+02:00,45110.041,45303.08
2025-10-08 01:15:00+02:00,44754.907,45008.16
2025-10-08 01:30:00+02:00,44480.028,44800.51
2025-10-08 01:45:00+02:00,44311.685,44653.57
2025-10-08 02:00:00+02:00,43835.304,44423.42
2025-10-08 02:15:00+02:00,43687.294,44435.97
2025-10-08 02:30:00+02:00,43777.348,44399.04
2025-10-08 02:45:00+02:00,43816.517,44332.15
2025-10-08 03:00:00+02:00,43719.203,44380.56
2025-10-08 03:15:00+02:00,43654.295,44414.62
2025-10-08 03:30:00+02:00,43945.235,44480.84
2025-10-08 03:45:00+02:00,44152.681,44828.76
2025-10-08 04:00:00+02:00,44740.413,45191.7
2025-10-08 04:15:00+02:00,45035.339,45440.19
2025-10-08 04:30:00+02:00,45553.202,45966.91
2025-10-08 04:45:00+02:00,46172.985,46488.35
2025-10-08 05:00:00+02:00,47806.403,47452.42
2025-10-08 05:15:00+02:00,48450.022,48290.6
2025-10-08 05:30:00+02:00,49895.086,49035.19
2025-10-08 05:45:00+02:00,51252.82,50371.97
2025-10-08 06:00:00+02:00,54560.846,52693.72
2025-10-08 06:15:00+02:00,56661.305,54563.76
2025-10-08 06:30:00+02:00,58114.521,56207.28
2025-10-08 06:45:00+02:00,59498.546,57584.82
2025-10-08 07:00:00+02:00,61369.977,59400.26
2025-10-08 07:15:00+02:00,62101.637,60377.91
2025-10-08 07:30:00+02:00,62542.834,61367.24
2025-10-08 07:45:00+02:00,63171.958,62381.01
2025-10-08 08:00:00+02:00,64058.745,63091.05
2025-10-08 08:15:00+02:00,64665.901,63719.12
2025-10-08 08:30:00+02:00,65011.358,64358.6
2025-10-08 08:45:00+02:00,65138.655,64755.1
2025-10-08 09:00:00+02:00,64773.723,64782.86
2025-10-08 09:15:00+02:00,64551.026,65219.09
2025-10-08 09:30:00+02:00,64902.424,65392.48
