pit_ks_stat,pit_ks_pvalue,pit_cvm_stat,pit_cvm_pvalue,pit_ad_stat,pit_ad_critvals,pit_ad_siglevels,pit_lb_stat_lag5,pit_lb_pvalue_lag5,pit_lb_stat_lag10,pit_lb_pvalue_lag10,pit_lb_stat_lag20,pit_lb_pvalue_lag20,pit_lb_input,crps_mean,empirical_coverage,window_start,window_end,window_len,window_step,window_mode,governance_label,reason_codes,reason_summary
0.2299444444444444,5.9859553372918245e-34,11.960825111084198,1.0415386331175114e-09,24.571692160564226,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",619.2840508192637,1.3769963820292597e-131,715.1420002091062,3.5236885581664993e-147,737.7724864294307,2.226929308341902e-143,z=Phi^{-1}(u),1.1569826954142666,0.8111111111111111,2016,2736,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']",Uniformity strongly rejected (min p=5.99e-34).; Independence strongly rejected (min Ljung-Box p=3.52e-147).; Coverage off-target by 0.089 (target=0.900).
0.2145,1.4839487734477528e-29,10.872651444421304,1.7835433130386488e-10,25.03523382210369,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",582.210134043111,1.410425272136141e-123,648.3541979258866,7.585218087374301e-133,679.0461629444786,5.979872076821341e-131,z=Phi^{-1}(u),1.1311502915487728,0.8263888888888888,2184,2904,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']",Uniformity strongly rejected (min p=1.48e-29).; Independence strongly rejected (min Ljung-Box p=7.59e-133).; Coverage off-target by 0.074 (target=0.900).
0.2256111111111111,1.1023295584543117e-32,12.073389888866345,1.2278114080999103e-09,23.63093185685625,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",755.5155275523334,4.850594232806185e-161,852.756617783279,9.317646269814911e-177,877.4507441835382,4.9311049322368205e-173,z=Phi^{-1}(u),1.152339791731778,0.8263888888888888,2352,3072,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']",Uniformity strongly rejected (min p=1.1e-32).; Independence strongly rejected (min Ljung-Box p=9.32e-177).; Coverage off-target by 0.074 (target=0.900).
0.1670555555555555,4.9533037871760244e-18,6.209126444429433,1.6316392681403613e-11,30.42453286922955,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",757.73860529307,1.603129940608374e-161,893.3173068152429,1.7466314125501724e-185,955.8565659145048,1.0025917539190543e-189,z=Phi^{-1}(u),1.0188955494844694,0.8597222222222223,2520,3240,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']",Uniformity strongly rejected (min p=4.95e-18).; Independence strongly rejected (min Ljung-Box p=1e-189).; Coverage mildly off-target by 0.040 (target=0.900).
0.1400555555555556,8.76527539842458e-13,4.14874244443824,2.03208339044636e-10,32.10654112244333,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",705.6895962117453,2.890916429127681e-150,786.5768936627001,1.585110447353233e-162,835.900926875754,3.359008778697347e-164,z=Phi^{-1}(u),0.9281799185190708,0.9138888888888888,2688,3408,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']",Uniformity strongly rejected (min p=8.77e-13).; Independence strongly rejected (min Ljung-Box p=3.36e-164).
0.1305,3.7604865876988713e-11,3.577829333330478,3.763633182884973e-09,36.55965637196482,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",834.4179370905943,4.1390617349993715e-178,953.511650056247,1.923978191360807e-198,1040.4853479186672,9.018455263447224e-208,z=Phi^{-1}(u),0.8553514450185081,0.9291666666666668,2856,3576,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']",Uniformity strongly rejected (min p=3.76e-11).; Independence strongly rejected (min Ljung-Box p=9.02e-208).; Coverage mildly off-target by 0.029 (target=0.900).
0.1672777777777778,4.444160239663499e-18,5.559885777777094,3.784693669572903e-10,39.85582689665012,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",720.7552066663264,1.5969906264263592e-153,801.0438119784997,1.230802299789931e-165,985.8366674977166,4.0877620870378957e-196,z=Phi^{-1}(u),0.7238207501347083,0.9555555555555556,3024,3744,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'overcoverage']",Uniformity strongly rejected (min p=4.44e-18).; Independence strongly rejected (min Ljung-Box p=4.09e-196).; Coverage off-target by 0.056 (target=0.900).
0.1922777777777778,8.655578314138967e-24,6.7003878888887325,8.145761842826005e-11,45.48008240435388,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",1010.864899516651,2.6706859277846614e-216,1289.3539031622831,7.589505414886775e-271,1592.781051071945,0.0,z=Phi^{-1}(u),0.6006677896233797,0.9736111111111112,3192,3912,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'overcoverage']",Uniformity strongly rejected (min p=8.66e-24).; Independence strongly rejected (min Ljung-Box p=0).; Coverage off-target by 0.074 (target=0.900).
0.2413333333333333,2.144632704571687e-37,12.115936555555487,1.3112224639399983e-09,51.53865956667608,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",940.141392291452,5.456123933644405e-201,1104.3310474939608,6.148619992724188e-231,1307.2358441376534,8.346567432051366e-265,z=Phi^{-1}(u),0.4832229838910067,0.9888888888888888,3360,4080,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'overcoverage']",Uniformity strongly rejected (min p=2.14e-37).; Independence strongly rejected (min Ljung-Box p=8.35e-265).; Coverage off-target by 0.089 (target=0.900).
0.2241111111111111,2.98115841834808e-32,17.276050999999995,1.0827183594130931e-09,22.92114911469548,"[0.56, 0.63, 0.751, 0.872, 1.034]","[15.0, 10.0, 5.0, 2.5, 1.0]",876.0479906517953,4.061560435960296e-187,1014.053427824183,1.755662569819802e-211,1251.4078403844624,7.483054864340355e-253,z=Phi^{-1}(u),0.3478734475735041,1.0,3528,4248,720,168,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'overcoverage']",Uniformity strongly rejected (min p=2.98e-32).; Independence strongly rejected (min Ljung-Box p=7.48e-253).; Coverage off-target by 0.100 (target=0.900).
