pit_ks_stat,pit_ks_pvalue,pit_cvm_stat,pit_cvm_pvalue,pit_ad_stat,pit_ad_pvalue,pit_lb_stat_lag5,pit_lb_pvalue_lag5,pit_lb_stat_lag10,pit_lb_pvalue_lag10,pit_lb_stat_lag20,pit_lb_pvalue_lag20,pit_lb_input,pit_acf_lag1,crps_mean,empirical_coverage,window_start,window_end,window_len,window_step,window_mode,governance_label,reason_codes,reason_summary
0.082,0.065501447806285,0.2404293333333333,0.201145209443299,0.7098124609768774,0.0666064210839349,229.5767549621309,1.3179970520327607e-47,231.5931061262464,3.980136993907779e-44,234.30811883882777,1.6371123490092035e-38,z=Phi^{-1}(u),0.7323959067258894,220.1192239376985,0.916,500,750,250,50,overlapping,RED,['ACF_dependence_fail'],"Independence strongly rejected (min Ljung-Box p=1.32e-47, |ACF lag-1|=0.7324)."
0.1099999999999999,0.0043334485784834,0.6484133333333333,0.0169386705840857,1.118407612657478,0.01,158.39633838256788,2.17424180720584e-32,162.54933599486154,9.640611435906959e-30,169.11417223675144,1.2886090190809997e-25,z=Phi^{-1}(u),0.6777468062567945,214.7164590472548,0.928,550,800,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=0.00433, KS=0.1100).; Independence strongly rejected (min Ljung-Box p=2.17e-32, |ACF lag-1|=0.6777).; Coverage mildly off-target by 0.028 (target=0.900)."
0.1779999999999999,2.117668987962713e-07,1.649789333333333,7.579495065346276e-05,2.0648771246526394,0.01,200.5906797195405,2.1234945852445048e-41,204.7162599583207,1.674338767996587e-38,214.069653536912,1.815830442740838e-34,z=Phi^{-1}(u),0.7027999710932331,256.564542833846,0.9,600,850,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']","Uniformity strongly rejected (min p=2.12e-07, KS=0.1780).; Independence strongly rejected (min Ljung-Box p=2.12e-41, |ACF lag-1|=0.7028)."
0.236,9.86481495088872e-13,3.4375253333333293,6.70896904697571e-09,4.023051497774759,0.01,204.1756419906773,3.630887461486027e-42,215.08785553124324,1.1394633353836715e-40,228.1242979295263,2.839863167615596e-37,z=Phi^{-1}(u),0.6940504899243737,312.43967343093374,0.888,650,900,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']","Uniformity strongly rejected (min p=9.86e-13, KS=0.2360).; Independence strongly rejected (min Ljung-Box p=3.63e-42, |ACF lag-1|=0.6941)."
0.262,1.2456066182227849e-15,4.454269333333329,3.6488034815818076e-11,6.699341765195072,0.01,241.01551403088772,4.649721153724807e-50,248.5490650568009,1.0956301957099203e-47,249.37346465301985,1.5279507761638066e-41,z=Phi^{-1}(u),0.7329415084637452,349.88995318644703,0.856,700,950,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=1.25e-15, KS=0.2620).; Independence strongly rejected (min Ljung-Box p=4.65e-50, |ACF lag-1|=0.7329).; Coverage mildly off-target by 0.044 (target=0.900)."
0.3379999999999999,5.54564969985033e-26,6.638985333333329,6.719413914169081e-11,8.006780540206591,0.01,250.30290487280425,4.732898539421591e-52,255.5613359299385,3.672072047600068e-49,262.6512200902849,3.1766502276025896e-44,z=Phi^{-1}(u),0.7370850094175292,362.88981485324,0.868,750,1000,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=5.55e-26, KS=0.3380).; Independence strongly rejected (min Ljung-Box p=4.73e-52, |ACF lag-1|=0.7371).; Coverage mildly off-target by 0.032 (target=0.900)."
0.372,1.4731363693628648e-31,7.580365333333329,8.661230621598293e-10,7.302052118164056,0.01,313.3483059841791,1.349867048734183e-65,319.1909143098076,1.353309935408795e-62,323.0315106172347,1.5613641200241097e-56,z=Phi^{-1}(u),0.7730194265410402,426.3328897177631,0.836,800,1050,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'undercoverage']","Uniformity strongly rejected (min p=1.47e-31, KS=0.3720).; Independence strongly rejected (min Ljung-Box p=1.35e-65, |ACF lag-1|=0.7730).; Coverage off-target by 0.064 (target=0.900)."
0.31,7.766587460292046e-22,5.96554133333333,6.6443517354741735e-12,5.07036043041029,0.01,305.12381342973697,7.925044339684615e-64,306.9027380216322,5.394897195601686e-60,313.9335430994161,1.1433292575520031e-54,z=Phi^{-1}(u),0.7673869054632871,404.4651885235219,0.868,850,1100,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=7.77e-22, KS=0.3100).; Independence strongly rejected (min Ljung-Box p=7.93e-64, |ACF lag-1|=0.7674).; Coverage mildly off-target by 0.032 (target=0.900)."
0.258,3.6492086518511065e-15,4.947157333333334,3.868527720385373e-11,3.131500270825711,0.01,335.940541252821,1.860044292036114e-70,340.6518177759917,3.833257921158171e-67,351.2195604448539,2.497617408440929e-62,z=Phi^{-1}(u),0.7974123943160729,364.1665160424521,0.892,900,1150,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail']","Uniformity strongly rejected (min p=3.65e-15, KS=0.2580).; Independence strongly rejected (min Ljung-Box p=1.86e-70, |ACF lag-1|=0.7974)."
0.286,1.3586822268128128e-18,5.873873333333335,4.6638248818453576e-12,2.318950915943105,0.01,194.4899664380567,4.284366216903225e-40,201.8789275382688,6.545759029696768e-38,226.98746505377505,4.795270694685044e-37,z=Phi^{-1}(u),0.6818532014552244,314.4518284677002,0.94,950,1200,250,50,overlapping,RED,"['PIT_uniformity_fail', 'ACF_dependence_fail', 'coverage_warn']","Uniformity strongly rejected (min p=1.36e-18, KS=0.2860).; Independence strongly rejected (min Ljung-Box p=4.28e-40, |ACF lag-1|=0.6819).; Coverage mildly off-target by 0.040 (target=0.900)."
