empirical_coverage,window_start,window_end,window_len,window_step,window_mode
0.92,0,50,50,50,non_overlapping
0.94,50,100,50,50,non_overlapping
0.88,100,150,50,50,non_overlapping
0.88,150,200,50,50,non_overlapping
0.86,200,250,50,50,non_overlapping
0.88,250,300,50,50,non_overlapping
0.92,300,350,50,50,non_overlapping
