empirical_coverage,window_start,window_end,window_len,window_step,window_mode
0.56,0,50,50,50,non_overlapping
0.58,50,100,50,50,non_overlapping
0.58,100,150,50,50,non_overlapping
0.5,150,200,50,50,non_overlapping
0.54,200,250,50,50,non_overlapping
0.66,250,300,50,50,non_overlapping
0.52,300,350,50,50,non_overlapping
