timestamp,z_pv,z_wind,u_pv,u_wind
2015-04-13 08:00:00,0.005013277548926657,0.34246630146539064,0.502,0.634
2015-04-13 09:00:00,0.08029831289205504,0.3477872042786274,0.532,0.636
2015-04-13 10:00:00,-0.020054370352950636,-0.06521853970954372,0.492,0.474
2015-04-13 11:00:00,0.03510000177270885,0.020054370352950636,0.514,0.508
2015-04-13 12:00:00,0.23784669541774933,0.4179276716694819,0.594,0.662
2015-04-13 13:00:00,0.23784669541774933,0.1611185885107453,0.594,0.564
2015-04-13 14:00:00,0.07024331382191673,-0.0752698620998299,0.528,0.47
2015-04-13 15:00:00,0.10547362176886818,-0.34246630146539064,0.542,0.366
2015-04-13 16:00:00,0.02506890825871106,-0.7721932141886848,0.51,0.22
2015-04-13 17:00:00,0.060195411728956635,-0.43439724225978127,0.524,0.332
2015-04-13 18:00:00,-0.1206099341193072,-0.36917136250308974,0.452,0.356
2015-04-13 23:00:00,0.13071596811986333,0.11051620356204181,0.552,0.544
2015-04-14 04:00:00,0.13577393130211166,0.02506890825871106,0.554,0.51
2015-04-14 05:00:00,0.19677962021846662,-0.015040336678635672,0.578,0.494
2015-04-14 06:00:00,0.34246630146539064,0.020054370352950636,0.634,0.508
2015-04-14 07:00:00,0.3584587932511938,-0.29499198822262623,0.64,0.384
2015-04-14 08:00:00,0.6807969187645748,-0.3638098590296958,0.752,0.358
2015-04-14 09:00:00,0.26371439822153003,-0.26371439822153003,0.604,0.396
2015-04-14 10:00:00,0.0903614371292588,-0.8852904488296415,0.536,0.188
2015-04-14 11:00:00,0.36917136250308974,-0.5475513533264015,0.644,0.292
2015-04-14 12:00:00,0.0903614371292588,-0.7995009431327368,0.536,0.212
2015-04-14 13:00:00,-0.02506890825871106,-0.8274183207043821,0.49,0.204
2015-04-14 14:00:00,0.09539636905689204,-0.5651084520065838,0.538,0.286
2015-04-14 15:00:00,0.045134628481421316,-0.47891373411225585,0.518,0.316
2015-04-14 16:00:00,0.35311797197368927,-0.43439724225978127,0.638,0.332
2015-04-14 17:00:00,0.27931903444745415,-0.7388468491852137,0.61,0.23
2015-04-14 18:00:00,0.3054807880993974,-0.14590042003299383,0.62,0.442
2015-04-14 21:00:00,0.23784669541774933,-0.33185334643681663,0.594,0.37
2015-04-14 22:00:00,0.33185334643681663,-0.310737745487592,0.63,0.378
2015-04-14 23:00:00,0.6495235958443252,-0.11051620356204167,0.742,0.456
2015-04-15 04:00:00,0.5769103773332716,0.06521853970954372,0.718,0.526
2015-04-15 05:00:00,0.07024331382191673,0.15604189276105007,0.528,0.562
2015-04-15 06:00:00,0.0,0.14590042003299397,0.5,0.558
2015-04-15 07:00:00,0.12060993411930736,0.015040336678635672,0.548,0.506
2015-04-15 08:00:00,0.03510000177270885,0.2741101160351471,0.514,0.608
2015-04-15 09:00:00,-0.09036143712925866,0.4676987991145084,0.464,0.68
2015-04-15 10:00:00,-0.15604189276104993,0.8133803882134043,0.438,0.792
2015-04-15 11:00:00,-0.0953963690568919,0.7995009431327368,0.462,0.788
2015-04-15 12:00:00,-0.33185334643681663,0.8632500515934207,0.37,0.806
2015-04-15 13:00:00,-0.518656932080391,0.37454349919944274,0.302,0.646
2015-04-15 14:00:00,-0.518656932080391,-0.05015358346473367,0.302,0.48
2015-04-15 15:00:00,-0.4234047223941827,-0.11051620356204167,0.336,0.456
2015-04-15 16:00:00,-0.10547362176886804,-0.14083537039712724,0.458,0.444
2015-04-15 17:00:00,0.020054370352950636,0.7789655643475452,0.508,0.782
2015-04-15 18:00:00,-0.010026681100274765,0.9462913579615758,0.496,0.828
2015-04-16 04:00:00,0.045134628481421316,-2.2571292444862254,0.518,0.012
2015-04-16 05:00:00,-0.1307159681198632,-4.753424308822899,0.448,1e-06
2015-04-16 06:00:00,0.26371439822153003,-1.75068607125217,0.604,0.04
2015-04-16 07:00:00,0.8487866859159671,-0.39072570019687003,0.802,0.348
2015-04-16 08:00:00,0.7063025628400874,-0.47329882543243695,0.76,0.318
2015-04-16 09:00:00,0.8852904488296418,-0.39614237389269835,0.812,0.346
2015-04-16 10:00:00,0.8416212335729143,-0.5828415072712162,0.8,0.28
2015-04-16 11:00:00,0.3265609274123727,-0.6007597742493187,0.628,0.274
2015-04-16 12:00:00,0.03008407662018911,-2.053748910631823,0.512,0.02
2015-04-16 13:00:00,0.0,-1.8521798587690466,0.5,0.032
2015-04-16 14:00:00,-0.03008407662018911,-1.8521798587690466,0.488,0.032
2015-04-16 15:00:00,-0.045134628481421316,-1.353174154548003,0.482,0.088
2015-04-16 16:00:00,0.08029831289205504,-1.2930319761442421,0.532,0.098
2015-04-16 17:00:00,-0.15096921549677725,-0.6998836001973415,0.44,0.242
2015-04-16 18:00:00,-0.559236977611907,-4.753424308822899,0.288,1e-06
2015-04-17 04:00:00,-0.8133803882134043,-0.09036143712925866,0.208,0.464
2015-04-17 05:00:00,-0.9620987539131419,-0.020054370352950636,0.168,0.492
2015-04-17 06:00:00,-0.7388468491852137,0.05015358346473367,0.23,0.52
2015-04-17 07:00:00,-0.3054807880993974,0.010026681100274765,0.38,0.504
2015-04-17 08:00:00,-0.12566134685507402,-0.02506890825871106,0.45,0.49
2015-04-17 09:00:00,-0.07024331382191673,0.0903614371292588,0.472,0.536
2015-04-17 10:00:00,-0.03008407662018911,0.14083537039712737,0.488,0.556
2015-04-17 11:00:00,0.09539636905689204,0.39614237389269835,0.538,0.654
2015-04-17 12:00:00,0.03510000177270885,-0.060195411728956635,0.514,0.476
2015-04-17 13:00:00,0.015040336678635672,0.3584587932511938,0.506,0.64
2015-04-17 14:00:00,-0.0551738021383168,0.3638098590296958,0.478,0.642
2015-04-17 15:00:00,0.0551738021383168,0.310737745487592,0.522,0.622
2015-04-17 16:00:00,-0.060195411728956635,0.19167090224841993,0.476,0.576
2015-04-17 17:00:00,-0.020054370352950636,0.3054807880993974,0.492,0.62
2015-04-17 18:00:00,0.0,-0.02506890825871106,0.5,0.49
2015-04-17 22:00:00,-0.060195411728956635,-1.0984684203398627,0.476,0.136
2015-04-17 23:00:00,0.07024331382191673,-1.1749867920660904,0.528,0.12
2015-04-18 04:00:00,0.0551738021383168,-0.17637416478086135,0.522,0.43
2015-04-18 05:00:00,0.10043372051146988,-0.03008407662018911,0.54,0.488
2015-04-18 06:00:00,0.2897598052289142,0.28453554267162146,0.614,0.612
2015-04-18 07:00:00,0.5417365601128167,-0.0551738021383168,0.706,0.478
2015-04-18 08:00:00,0.5129304106147282,-0.4845437824410791,0.696,0.314
2015-04-18 09:00:00,0.5651084520065836,-0.7257370241008051,0.714,0.234
2015-04-18 10:00:00,0.5417365601128167,-1.2159604197073188,0.706,0.112
2015-04-18 11:00:00,0.6998836001973415,-1.4050715603096329,0.758,0.08
2015-04-18 12:00:00,0.4732988254324371,-1.18504412790781,0.682,0.118
2015-04-18 13:00:00,0.14083537039712737,-1.1263911290388007,0.556,0.13
2015-04-18 14:00:00,-0.06521853970954372,-1.1650469223056024,0.474,0.122
2015-04-18 15:00:00,0.010026681100274765,-1.1263911290388007,0.504,0.13
2015-04-18 16:00:00,0.0,-1.2372345991628273,0.5,0.108
2015-04-18 17:00:00,-0.3265609274123727,-1.3917437793963248,0.372,0.082
2015-04-18 18:00:00,0.14083537039712737,-1.7991181068379674,0.556,0.036
2015-04-18 23:00:00,0.27931903444745415,-0.9700932766287369,0.61,0.166
2015-04-19 04:00:00,0.20189347914185074,-0.6310619790594988,0.58,0.264
2015-04-19 05:00:00,0.03510000177270885,-1.0803193408149558,0.514,0.14
2015-04-19 06:00:00,0.1865671818365193,-1.0625193022708668,0.574,0.144
2015-04-19 07:00:00,0.0551738021383168,-0.6682092997257233,0.522,0.252
2015-04-19 08:00:00,0.03008407662018911,-1.0278933458021426,0.512,0.152
2015-04-19 09:00:00,0.07024331382191673,-1.18504412790781,0.528,0.118
2015-04-19 10:00:00,0.010026681100274765,-1.3786587286232772,0.504,0.084
2015-04-19 11:00:00,0.0752698620998299,-1.5220362417358562,0.53,0.064
2015-04-19 12:00:00,0.21213719831752412,-1.353174154548003,0.584,0.088
2015-04-19 13:00:00,0.1712845859315065,-0.986271298702238,0.568,0.162
2015-04-19 14:00:00,0.2224032269272062,-1.2815515655446004,0.588,0.1
2015-04-19 15:00:00,0.14083537039712737,-1.5381988585840642,0.556,0.062
2015-04-19 16:00:00,0.16619944017035873,-1.9431337511050666,0.566,0.026
2015-04-19 17:00:00,0.1763741647808612,-1.9431337511050666,0.57,0.026
2015-04-19 18:00:00,0.2897598052289142,-1.911035647549118,0.614,0.028
2015-04-19 21:00:00,-0.05015358346473367,-0.10043372051146975,0.48,0.46
2015-04-19 22:00:00,0.010026681100274765,0.0,0.504,0.5
2015-04-19 23:00:00,0.020054370352950636,0.02506890825871106,0.508,0.51
2015-04-20 04:00:00,0.020054370352950636,-0.41246312944140473,0.508,0.34
2015-04-20 05:00:00,0.3371550769952773,-0.6495235958443252,0.632,0.258
2015-04-20 06:00:00,0.34246630146539064,-0.3477872042786274,0.634,0.364
2015-04-20 07:00:00,0.23269274918304475,-0.1206099341193072,0.592,0.452
2015-04-20 08:00:00,0.4179276716694819,-0.015040336678635672,0.662,0.494
2015-04-20 09:00:00,-0.03510000177270885,-0.15604189276104993,0.486,0.438
2015-04-20 10:00:00,-0.5475513533264015,-0.5015273989777081,0.292,0.308
2015-04-20 11:00:00,-0.4845437824410791,-0.7257370241008051,0.314,0.234
2015-04-20 12:00:00,-0.03510000177270885,-0.5475513533264015,0.486,0.292
2015-04-20 13:00:00,-0.0401168101849681,-0.46769879911450823,0.484,0.32
2015-04-20 14:00:00,-0.045134628481421316,-0.7454495481807891,0.482,0.228
2015-04-20 15:00:00,0.010026681100274765,-0.6557266787982536,0.504,0.256
2015-04-20 16:00:00,0.02506890825871106,-0.5887932119109196,0.51,0.278
2015-04-20 17:00:00,-0.18656718183651944,-0.870549830195654,0.426,0.192
2015-04-20 18:00:00,-0.29499198822262623,-0.4958503473474533,0.384,0.31
2015-04-20 22:00:00,-0.6249559034946874,-0.0752698620998299,0.266,0.47
2015-04-20 23:00:00,-0.47329882543243695,-0.005013277548926657,0.318,0.498
2015-04-21 04:00:00,-0.5709994731129875,-0.02506890825871106,0.284,0.49
2015-04-21 05:00:00,-0.3212776395459965,-0.0551738021383168,0.374,0.478
2015-04-21 06:00:00,-0.0551738021383168,0.020054370352950636,0.478,0.508
2015-04-21 07:00:00,0.015040336678635672,0.03510000177270885,0.506,0.514
2015-04-21 08:00:00,-0.10547362176886804,0.03008407662018911,0.458,0.512
2015-04-21 09:00:00,-0.14083537039712724,0.12566134685507416,0.444,0.55
2015-04-21 10:00:00,-0.5947658468016781,-0.11556159710538316,0.276,0.454
2015-04-21 11:00:00,-0.8559959854926819,-0.24817371845931255,0.196,0.402
2015-04-21 12:00:00,-0.8064212470182404,-0.29499198822262623,0.21,0.384
2015-04-21 13:00:00,-0.8632500515934205,-0.16111858851074543,0.194,0.436
2015-04-21 14:00:00,-0.994457883209753,0.0551738021383168,0.16,0.522
2015-04-21 15:00:00,-0.8632500515934205,0.23269274918304475,0.194,0.592
2015-04-21 16:00:00,-0.7789655643475452,0.2585272773163097,0.218,0.602
2015-04-21 17:00:00,-0.2741101160351471,0.3371550769952773,0.392,0.632
2015-04-21 18:00:00,0.010026681100274765,0.5475513533264013,0.504,0.708
2015-04-21 19:00:00,-0.010026681100274765,0.19167090224841993,0.496,0.576
2015-04-21 22:00:00,-0.060195411728956635,0.010026681100274765,0.476,0.504
2015-04-21 23:00:00,-0.0752698620998299,0.005013277548926657,0.47,0.502
2015-04-22 04:00:00,-0.10043372051146975,-0.08532879488562903,0.46,0.466
2015-04-22 05:00:00,-0.045134628481421316,-0.21213719831752426,0.482,0.416
2015-04-22 06:00:00,0.0,0.5592369776119069,0.5,0.712
2015-04-22 07:00:00,0.5244005127080407,-0.915365087842814,0.7,0.18
2015-04-22 08:00:00,0.39072570019687003,-0.17637416478086135,0.652,0.43
2015-04-22 09:00:00,0.3477872042786274,-0.22240322692720635,0.636,0.412
2015-04-22 10:00:00,0.015040336678635672,-0.22754497664114948,0.506,0.41
2015-04-22 11:00:00,0.05015358346473367,-0.2741101160351471,0.52,0.392
2015-04-22 12:00:00,0.08029831289205504,-0.10043372051146975,0.532,0.46
2015-04-22 13:00:00,0.010026681100274765,-0.21213719831752426,0.504,0.416
2015-04-22 14:00:00,0.29499198822262623,-0.46211340177637733,0.616,0.322
2015-04-22 15:00:00,0.35311797197368927,-0.8203791459684608,0.638,0.206
2015-04-22 16:00:00,0.24300696740998223,-2.197286376641052,0.596,0.014
2015-04-22 17:00:00,0.1865671818365193,-1.5717868165098599,0.574,0.058
2015-04-22 18:00:00,0.11051620356204181,-2.878161739095483,0.544,0.002
2015-04-22 19:00:00,-0.10547362176886804,-1.8521798587690466,0.458,0.032
2015-04-22 21:00:00,-0.02506890825871106,-0.5417365601128168,0.49,0.294
2015-04-22 22:00:00,-0.14083537039712724,-0.38532046640756773,0.444,0.35
2015-04-22 23:00:00,0.03008407662018911,-0.17128458593150664,0.512,0.432
2015-04-23 04:00:00,0.045134628481421316,-0.05015358346473367,0.518,0.48
2015-04-23 05:00:00,0.1509692154967774,-0.5301614450555194,0.56,0.298
2015-04-23 06:00:00,0.6007597742493187,-0.1307159681198632,0.726,0.448
2015-04-23 07:00:00,0.6744897501960817,-0.03510000177270885,0.75,0.486
2015-04-23 08:00:00,0.7454495481807891,-0.29499198822262623,0.772,0.384
2015-04-23 09:00:00,0.26371439822153003,-0.3054807880993974,0.604,0.38
2015-04-23 10:00:00,0.45654238383984064,-0.24300696740998223,0.676,0.404
2015-04-23 11:00:00,0.3371550769952773,-0.1307159681198632,0.632,0.448
2015-04-23 12:00:00,0.6744897501960817,-0.33185334643681663,0.75,0.37
2015-04-23 13:00:00,0.3477872042786274,-0.34246630146539064,0.636,0.366
2015-04-23 14:00:00,-0.0401168101849681,-0.24300696740998223,0.484,0.404
2015-04-23 15:00:00,0.045134628481421316,-0.4845437824410791,0.518,0.314
2015-04-23 16:00:00,0.07024331382191673,-0.41246312944140473,0.528,0.34
2015-04-23 17:00:00,-0.015040336678635672,-0.5301614450555194,0.494,0.298
2015-04-23 18:00:00,0.09539636905689204,-0.8274183207043821,0.538,0.204
2015-04-23 19:00:00,0.12060993411930736,-0.7257370241008051,0.548,0.234
2015-04-23 23:00:00,0.14590042003299397,-0.5015273989777081,0.558,0.308
2015-04-24 04:00:00,0.7857738315244841,0.994457883209753,0.784,0.84
2015-04-24 05:00:00,0.5244005127080407,1.4050715603096329,0.7,0.92
2015-04-24 06:00:00,0.7322762047230995,2.14441062091184,0.768,0.984
2015-04-24 07:00:00,0.3584587932511938,0.8559959854926822,0.64,0.804
2015-04-24 08:00:00,0.14590042003299397,0.02506890825871106,0.558,0.51
2015-04-24 09:00:00,-0.03008407662018911,0.5072206605869457,0.488,0.694
2015-04-24 10:00:00,-0.20701262338518725,0.4179276716694819,0.418,0.662
2015-04-24 11:00:00,-0.21726735034186337,0.11051620356204181,0.414,0.544
2015-04-24 12:00:00,-0.13577393130211152,0.09539636905689204,0.446,0.538
2015-04-24 13:00:00,-0.03008407662018911,0.020054370352950636,0.488,0.508
2015-04-24 14:00:00,0.07024331382191673,-0.005013277548926657,0.528,0.498
2015-04-24 15:00:00,-0.7063025628400874,-0.10547362176886804,0.24,0.458
2015-04-24 16:00:00,-0.8133803882134043,-0.045134628481421316,0.208,0.482
2015-04-24 17:00:00,-0.4565423838398404,-0.045134628481421316,0.324,0.482
2015-04-24 18:00:00,-0.24817371845931255,-0.03510000177270885,0.402,0.486
2015-04-24 19:00:00,-0.06521853970954372,0.020054370352950636,0.474,0.508
2015-04-24 21:00:00,-0.005013277548926657,0.16619944017035873,0.498,0.566
2015-04-24 22:00:00,-0.02506890825871106,0.4676987991145084,0.49,0.68
2015-04-24 23:00:00,0.02506890825871106,0.37454349919944274,0.51,0.646
2015-04-25 04:00:00,0.1155615971053833,0.2741101160351471,0.546,0.608
2015-04-25 05:00:00,0.43439724225978144,0.2897598052289142,0.668,0.614
2015-04-25 06:00:00,0.6007597742493187,0.015040336678635672,0.726,0.506
2015-04-25 07:00:00,0.6249559034946874,0.43439724225978144,0.734,0.668
2015-04-25 08:00:00,0.19167090224841993,0.5186569320803909,0.576,0.698
2015-04-25 09:00:00,0.23784669541774933,0.8274183207043821,0.594,0.796
2015-04-25 10:00:00,0.010026681100274765,0.7454495481807891,0.504,0.772
2015-04-25 11:00:00,0.060195411728956635,-0.5533847195556729,0.524,0.29
2015-04-25 12:00:00,-0.0551738021383168,-0.8416212335729142,0.478,0.2
2015-04-25 13:00:00,-0.045134628481421316,-0.0401168101849681,0.482,0.484
2015-04-25 14:00:00,-0.16619944017035887,0.5887932119109196,0.434,0.722
2015-04-25 15:00:00,-0.31600330441248287,0.27931903444745415,0.376,0.61
2015-04-25 16:00:00,-0.4845437824410791,0.33185334643681663,0.314,0.63
2015-04-25 17:00:00,-0.310737745487592,0.29499198822262623,0.378,0.616
2015-04-25 18:00:00,-0.4179276716694818,0.4676987991145084,0.338,0.68
2015-04-25 22:00:00,-0.4509854994323706,-0.6310619790594988,0.326,0.264
2015-04-25 23:00:00,0.1865671818365193,-0.3584587932511938,0.574,0.36
2015-04-26 04:00:00,0.02506890825871106,0.0551738021383168,0.51,0.522
2015-04-26 05:00:00,-0.07024331382191673,-0.13577393130211152,0.472,0.446
2015-04-26 06:00:00,-0.015040336678635672,-0.005013277548926657,0.494,0.498
2015-04-26 07:00:00,0.13071596811986333,0.005013277548926657,0.552,0.502
2015-04-26 08:00:00,-0.09036143712925866,-0.03510000177270885,0.464,0.486
2015-04-26 09:00:00,-0.4454425062917197,0.33185334643681663,0.328,0.63
2015-04-26 10:00:00,-0.7995009431327368,0.29499198822262623,0.212,0.616
2015-04-26 11:00:00,-0.3371550769952773,-0.06521853970954372,0.368,0.474
2015-04-26 12:00:00,-0.2585272773163097,-0.34246630146539064,0.398,0.366
2015-04-26 13:00:00,-0.05015358346473367,0.12566134685507416,0.48,0.55
2015-04-26 14:00:00,0.1509692154967774,0.12566134685507416,0.56,0.55
2015-04-26 15:00:00,0.12060993411930736,0.1763741647808612,0.548,0.57
2015-04-26 16:00:00,0.010026681100274765,-0.22240322692720635,0.504,0.412
2015-04-26 17:00:00,-0.045134628481421316,0.1155615971053833,0.482,0.546
2015-04-26 18:00:00,0.1509692154967774,-0.21726735034186337,0.56,0.414
2015-04-26 19:00:00,0.5828415072712162,-0.2585272773163097,0.72,0.398
2015-04-27 04:00:00,0.7257370241008051,-0.0953963690568919,0.766,0.462
2015-04-27 05:00:00,0.7454495481807891,-0.18656718183651944,0.772,0.426
2015-04-27 06:00:00,0.6807969187645748,0.08029831289205504,0.752,0.532
2015-04-27 07:00:00,0.42889450407420177,0.02506890825871106,0.666,0.51
2015-04-27 08:00:00,0.5769103773332716,-0.40701087626446564,0.718,0.342
2015-04-27 09:00:00,0.758753544504371,0.005013277548926657,0.776,0.502
2015-04-27 10:00:00,0.36917136250308974,0.3584587932511938,0.644,0.64
2015-04-27 11:00:00,-0.0401168101849681,0.1763741647808612,0.484,0.57
2015-04-27 12:00:00,0.03510000177270885,-0.14083537039712724,0.514,0.444
