pit_ks_stat,pit_ks_pvalue,pit_cvm_stat,pit_cvm_pvalue,pit_ad_stat,pit_ad_critvals,pit_ad_siglevels,pit_lb_stat_lag5,pit_lb_pvalue_lag5,pit_lb_stat_lag10,pit_lb_pvalue_lag10,pit_lb_stat_lag20,pit_lb_pvalue_lag20,pit_lb_input,crps_mean,empirical_coverage,window_start,window_end,window_len,window_step,window_mode
0.614,3.666099068382552e-91,42.00242533333331,2.1829381857685348e-08,6.7117965413339675,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",582.4834963362962,1.231104620895529e-123,930.5674402377688,1.675905866458379e-193,1168.1145650776868,4.922815893445207e-235,z=Phi^{-1}(u),2185.926133204215,0.8,2500,2750,250,250,non_overlapping
0.47000000000000003,3.5643898754456837e-51,21.829813333333334,3.746013166328055e-09,1.6300879983919572,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",894.0664452186896,5.1199784482583337e-191,1429.8950045447425,3.4798736630986237e-301,1848.4342772568486,0.0,z=Phi^{-1}(u),1324.2653566085082,0.944,2750,3000,250,250,non_overlapping
0.478,5.037223273638179e-53,18.82586933333333,4.609411963230059e-09,2.4127821601112203,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",905.9190808552731,1.3933537100516448e-193,1380.1052406027632,1.9579133954878577e-290,1710.3543466973963,0.0,z=Phi^{-1}(u),1102.9570254969174,1.0,3000,3250,250,250,non_overlapping
0.52,2.0981973788426187e-63,34.01046933333333,5.648708278904735e-09,4.750742062589666,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",963.0286429369387,6.062015470116316e-206,1581.1290266238377,0.0,2012.79076529148,0.0,z=Phi^{-1}(u),1839.2715156891154,0.9,3250,3500,250,250,non_overlapping
0.4,1.3047816410670651e-36,13.737673333333335,4.0040293303178487e-10,0.3762046696858192,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",670.4209136420575,1.2196364384471033e-142,852.8761427408826,8.782023638370276e-177,896.6404475759457,4.0768018200007e-177,z=Phi^{-1}(u),955.9881004774923,1.0,3500,3750,250,250,non_overlapping
0.56,2.112177963041634e-74,34.38762933333334,6.7176419982217794e-09,0.7288562385191426,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",994.1501701645687,1.1100438632259068e-212,1697.5935904632886,0.0,2352.3473184232857,0.0,z=Phi^{-1}(u),2164.0322789672114,0.752,3750,4000,250,250,non_overlapping
0.5880000000000001,8.419912352771522e-83,37.39052933333333,3.649071600442255e-09,5.476023391414657,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",977.1892643421928,5.21394938899901e-209,1684.2126182720242,0.0,2405.964729707768,0.0,z=Phi^{-1}(u),2014.7406724371012,0.848,4000,4250,250,250,non_overlapping
0.43,1.6651888951121222e-42,15.322745333333334,2.7655286949368474e-09,2.812692785518351,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",880.4029545687121,4.637111758603622e-188,1537.9533582967822,0.0,2424.7270391886022,0.0,z=Phi^{-1}(u),1048.2733554056506,1.0,4250,4500,250,250,non_overlapping
0.6599999999999999,2.0092495769200134e-107,41.18019733333333,1.634432844621614e-08,1.093847032359804,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",628.0192885498257,1.783181057987631e-133,853.0020537176471,8.25104999925466e-177,878.1362848447916,3.524735221949392e-173,z=Phi^{-1}(u),1791.5372010053152,0.932,4500,4750,250,250,non_overlapping
0.434,2.4942218844666216e-43,15.571905333333335,3.609455068165346e-09,1.9095342063522764,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",768.0946006903135,9.225983896603556e-164,1275.162234889097,8.76391950060717e-268,1785.3215388554415,0.0,z=Phi^{-1}(u),1127.194635470594,0.98,4750,5000,250,250,non_overlapping
