pit_ks_stat,pit_ks_pvalue,pit_cvm_stat,pit_cvm_pvalue,pit_ad_stat,pit_ad_critvals,pit_ad_siglevels,pit_lb_stat_lag5,pit_lb_pvalue_lag5,pit_lb_stat_lag10,pit_lb_pvalue_lag10,pit_lb_stat_lag20,pit_lb_pvalue_lag20,pit_lb_input,crps_mean,empirical_coverage,window_start,window_end,window_len,window_step,window_mode
0.39,9.308779485513895e-35,18.470929333333334,3.3830278578506068e-09,1.2340665109466045,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",927.1825063727517,3.482154051122642e-198,1507.7274056311387,0.0,2278.0705686542324,0.0,z=Phi^{-1}(u),1454.4857260370204,0.88,43750,44000,250,250,non_overlapping
0.426,1.0883816651087503e-41,17.948001333333334,2.0981699710986845e-09,3.860705298300303,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",974.128804824742,2.3971647553255868e-208,1580.9297367720033,0.0,2154.709778600307,0.0,z=Phi^{-1}(u),1485.5778597993835,0.852,44000,44250,250,250,non_overlapping
0.912,2.704810848535132e-264,77.48096133331082,2.2923506870498045e-08,33.35880104339657,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",500.8328138830396,5.278288010034339e-106,865.5922321762874,1.614285251844368e-179,1177.3046500724397,5.335681616490246e-237,z=Phi^{-1}(u),5239.086993548868,0.056,44250,44500,250,250,non_overlapping
0.5339999999999999,3.9919800757643536e-67,32.79620933333333,3.148475591352451e-09,2.979575720724398,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",982.163665085729,4.3680784850913374e-210,1705.0158252727012,0.0,2695.2281014469677,0.0,z=Phi^{-1}(u),1894.9777193985342,0.788,44500,44750,250,250,non_overlapping
0.834,2.786467316135832e-194,65.98793733333308,3.168173745571323e-08,24.26618013620339,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",315.6378360412189,4.343485306757973e-66,628.3832379307522,1.4535412631244882e-128,920.3611653041808,3.641351667823786e-182,z=Phi^{-1}(u),3362.6585361981747,0.376,44750,45000,250,250,non_overlapping
0.946,2.508875e-317,79.07569333333217,3.0651125748626384e-08,49.001891761515765,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",277.55714176660905,6.664467721598955e-58,323.15241797387796,1.9609212269973076e-63,328.6548575172346,1.0950502849233953e-57,z=Phi^{-1}(u),4565.621407479229,0.0,45000,45250,250,250,non_overlapping
0.74,3.738368401005113e-141,55.51472533333323,1.0563549923681137e-08,12.102281053867443,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",632.9315724409714,1.5472701212019257e-134,872.3211606477479,5.757489459777782e-181,1125.48197293208,6.378196708794849e-226,z=Phi^{-1}(u),2941.9806563774036,0.448,45250,45500,250,250,non_overlapping
0.754,6.061520856540982e-148,56.04427333333332,1.229303481231625e-08,1.1405663885676347,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",890.6785434361599,2.7699631140929866e-190,1380.6818756900452,1.469952768459735e-290,1613.2681509062265,0.0,z=Phi^{-1}(u),2669.032558324744,0.608,45500,45750,250,250,non_overlapping
0.49800000000000005,7.977018025952618e-58,32.66256133333333,2.9446199922844585e-09,4.227106601295617,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1080.2654686993142,2.5098862652457581e-231,1894.8030763681406,0.0,3049.110570932616,0.0,z=Phi^{-1}(u),2042.1210236317409,0.716,45750,46000,250,250,non_overlapping
0.504,2.5804003078808675e-59,28.604253333333336,2.8117786987635895e-09,2.4100691539592844,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",955.7958512289811,2.2299592983726126e-204,1511.5137684264084,0.0,2001.0721904857812,0.0,z=Phi^{-1}(u),1616.1464254535524,0.904,46000,46250,250,250,non_overlapping
0.456,4.952304849600141e-48,20.66859733333333,1.4711641904696648e-09,1.3332764021308208,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",960.1061522618872,2.601668827446305e-205,1483.7658419692332,0.0,1758.6507346788146,0.0,z=Phi^{-1}(u),1333.2322963358158,0.976,46250,46500,250,250,non_overlapping
0.362,7.428826458981814e-30,11.619933333333334,6.158363818897783e-10,2.1172273845730842,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",950.6275756394272,2.9312241138322906e-203,1480.388357523223,0.0,1953.1017760800391,0.0,z=Phi^{-1}(u),1194.1477551126088,0.988,46500,46750,250,250,non_overlapping
0.362,7.428826458981814e-30,17.595093333333335,1.468853594310815e-09,5.001885306636382,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1084.3729305682084,3.23741016758569e-232,1954.1559280873473,0.0,3344.766590201973,0.0,z=Phi^{-1}(u),1510.489564612317,0.94,46750,47000,250,250,non_overlapping
0.3340000000000001,2.293936183994364e-25,6.936941333333334,1.6220746967832156e-10,9.332699458876277,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1088.9556426778697,3.2947060010086405e-233,2057.568084435595,0.0,3614.7861527383207,0.0,z=Phi^{-1}(u),1890.0904679430878,0.872,47000,47250,250,250,non_overlapping
0.14600000000000002,4.090430161748266e-05,1.0069853333333334,0.002338818855901037,6.698583801620998,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1013.1473227513487,8.559871318059041e-217,1679.571205207389,0.0,2139.7407168529944,0.0,z=Phi^{-1}(u),1300.889832181537,0.988,47250,47500,250,250,non_overlapping
0.20800000000000007,5.773604210119818e-10,4.675449333333334,2.086542050250273e-11,2.203528634127963,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",760.8502749384714,3.4036187361330977e-162,998.9591567402774,3.1341510558623206e-208,1239.7975670812277,2.2847783719892942e-250,z=Phi^{-1}(u),821.8987855114956,1.0,47500,47750,250,250,non_overlapping
0.22799999999999998,6.637011217769186e-12,6.954921333333335,1.706557117842067e-10,3.60436391211789,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1126.4513310236482,2.4988775172910066e-241,2078.841411241672,0.0,3562.4100837343462,0.0,z=Phi^{-1}(u),1528.163040701199,0.812,47750,48000,250,250,non_overlapping
0.524,1.87293725203298e-64,29.434333333333335,4.477739179442608e-09,6.441382859459054,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",770.4922241165228,2.7951198258894234e-164,1050.9359332041984,1.98357066287093e-219,1116.4277892221548,5.486240142438592e-224,z=Phi^{-1}(u),1298.039091135182,1.0,48000,48250,250,250,non_overlapping
0.23199999999999998,2.580899025546192e-12,4.134721333333333,1.7681012209891378e-10,1.460706100770949,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",906.624855729869,9.801905579574698e-194,1441.9608126779765,8.631442449048903e-304,1722.4823271246773,0.0,z=Phi^{-1}(u),815.9492675520964,1.0,48250,48500,250,250,non_overlapping
0.36000000000000004,1.6037123920815248e-29,13.421185333333336,2.588091962962835e-10,0.3691646608536985,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",982.5742781988931,3.5595792462408716e-210,1679.4264358220853,0.0,2404.80950381515,0.0,z=Phi^{-1}(u),1094.7308538558684,1.0,48500,48750,250,250,non_overlapping
0.48200000000000004,5.785864903915206e-54,20.76202533333333,1.5892062110722804e-09,3.8810490154556874,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",833.1695882852904,7.70911290886652e-178,1340.307768753642,7.637460479084588e-282,1874.8033004990405,0.0,z=Phi^{-1}(u),1383.8645991255596,0.928,48750,49000,250,250,non_overlapping
0.372,1.4731363693628648e-31,14.951113333333334,1.8288813796729642e-09,2.903724845942662,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",830.9704029822989,2.3058644853133768e-177,1339.4543492699468,1.1672445268785014e-281,2216.760043539392,0.0,z=Phi^{-1}(u),1100.9768528895356,1.0,49000,49250,250,250,non_overlapping
0.366,1.5710623987018936e-30,14.475705333333334,1.0293049745868643e-09,1.329900334556271,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",950.0520485770202,3.905075670539296e-203,1464.7914239760412,1.013283081224835e-308,1647.806588657116,0.0,z=Phi^{-1}(u),1194.2807163519471,0.996,49250,49500,250,250,non_overlapping
0.23800000000000002,6.059494887663929e-13,4.153617333333333,1.602886712248619e-10,4.6116250211217675,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",835.2185198184064,2.777671003142472e-178,1239.143459985272,5.180599390196891e-260,1425.0943472733434,4.631977936148522e-290,z=Phi^{-1}(u),998.4458764164573,0.996,49500,49750,250,250,non_overlapping
0.3380000000000001,5.545649699850122e-26,13.426005333333332,2.6057489499464737e-10,1.2866148681237632,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1028.5043628406365,4.050507815122735e-220,1806.5765516226788,0.0,2793.8175269616167,0.0,z=Phi^{-1}(u),1459.2571242249526,0.94,49750,50000,250,250,non_overlapping
0.18200000000000002,1.0177424069145787e-07,2.691789333333333,3.251639062451517e-07,5.7984304035380205,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",770.2998864805691,3.076123729634752e-164,1240.9871727154605,2.073010549759455e-260,1706.024159984521,0.0,z=Phi^{-1}(u),974.4830145168244,0.976,50000,50250,250,250,non_overlapping
0.42200000000000004,6.965356996972067e-41,15.51420533333333,3.396119940823894e-09,5.067476880241031,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",204.87533759833727,2.572069864257354e-42,308.74551948582916,2.1986668328414762e-60,350.4822796545914,3.5437205896039855e-62,z=Phi^{-1}(u),1229.468470838471,0.968,50250,50500,250,250,non_overlapping
0.442,5.248310583637097e-45,15.617105333333335,3.7847166511895125e-09,0.7433116498211518,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",581.7259384171475,1.7945339840682104e-123,654.7376636180774,3.241779954122738e-134,800.1455037780817,1.3181208076895693e-156,z=Phi^{-1}(u),931.6731503751532,1.0,50500,50750,250,250,non_overlapping
0.30800000000000005,1.4836582554636252e-21,10.436653333333334,7.880818220229457e-11,0.8026384600009067,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",980.9921227189249,7.832703611159934e-210,1595.9448165855852,0.0,1994.5304808597039,0.0,z=Phi^{-1}(u),1088.7394451679122,1.0,50750,51000,250,250,non_overlapping
0.414,2.679266882496224e-39,19.960593333333332,8.009523044805178e-10,1.9151701175538562,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",990.027242474951,8.668035790946545e-212,1667.2024788263684,0.0,2337.428849643954,0.0,z=Phi^{-1}(u),1463.527062210119,0.964,51000,51250,250,250,non_overlapping
0.3440000000000001,6.362687840222348e-27,14.983905333333334,1.898394996757702e-09,2.6033495545008236,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",986.6982351166896,4.556335587856495e-211,1560.500603950123,0.0,1999.674532977504,0.0,z=Phi^{-1}(u),1595.7343362224512,0.916,51250,51500,250,250,non_overlapping
0.368,7.172375439665594e-31,12.545881333333334,2.38291164578186e-09,2.313414690983194,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",939.453952302956,7.685717583799607e-201,1498.594506837772,0.0,1810.6159725307289,0.0,z=Phi^{-1}(u),1063.8236830883222,1.0,51500,51750,250,250,non_overlapping
0.24,3.706006465531515e-13,5.090793333333334,6.712730371560838e-11,1.8503675712632628,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1006.4880421711155,2.3671412209024905e-215,1646.0901326997932,0.0,2170.6369815365865,0.0,z=Phi^{-1}(u),837.9306204786827,1.0,51750,52000,250,250,non_overlapping
0.21599999999999997,1.0183309459024968e-10,3.9045653333333337,7.320237749297576e-10,2.7313064555798974,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",934.6232836894708,8.536888146770747e-200,1364.5635603205262,4.435897323151078e-287,1487.5809303174772,1.8385590889983986e-303,z=Phi^{-1}(u),882.511028468151,0.996,52000,52250,250,250,non_overlapping
0.374,6.627398557694612e-32,11.018357333333334,2.287298128678117e-10,3.1748320027245995,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1055.6701132110388,5.31486574680067e-226,1809.2106101713503,0.0,2707.069498958474,0.0,z=Phi^{-1}(u),1175.1554703331515,0.968,52250,52500,250,250,non_overlapping
0.33399999999999996,2.293936183994448e-25,8.449341333333335,7.720390993171122e-11,0.6480072523506806,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",906.2602160885225,1.175518654132526e-193,1473.6350813620115,1.2468016536687e-310,1987.4981499218954,0.0,z=Phi^{-1}(u),818.1781323520797,1.0,52500,52750,250,250,non_overlapping
0.404,2.284521653474384e-37,12.288149333333333,1.6739636343743314e-09,0.9563327343252013,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",771.1657713217737,1.998523528497096e-164,1008.5252283052615,2.7251906768895384e-210,1117.616473568664,3.0570824710889943e-224,z=Phi^{-1}(u),856.4160058224918,1.0,52750,53000,250,250,non_overlapping
0.4119999999999999,6.586352075539359e-39,18.209913333333333,2.6743625092251477e-09,1.5009816112340957,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",993.7670075158459,1.343668796162099e-212,1635.6142739196084,0.0,2255.7960799924754,0.0,z=Phi^{-1}(u),1249.9372826435415,0.98,53000,53250,250,250,non_overlapping
0.47800000000000004,5.037223273638035e-53,19.459325333333332,7.787435585271396e-09,0.3358596811209509,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",810.007329776057,7.912302938881339e-173,1163.0154179524861,1.3658844842679908e-243,1449.735082019619,2.4099611828284517e-295,z=Phi^{-1}(u),1066.1883982966635,1.0,53250,53500,250,250,non_overlapping
0.612,1.6886910832447076e-90,38.472749333333326,5.757097909508957e-09,2.8931085613964456,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",940.270611174713,5.115805734586763e-201,1574.611625082825,0.0,2116.296291396416,0.0,z=Phi^{-1}(u),1795.647080192164,0.928,53500,53750,250,250,non_overlapping
0.402,5.47359332903103e-37,13.902193333333333,4.984670454177831e-10,1.2931440221681783,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",958.3371112997343,6.283410891164828e-205,1552.0007908045181,0.0,2102.6618588853817,0.0,z=Phi^{-1}(u),1048.8515903849702,1.0,53750,54000,250,250,non_overlapping
0.42000000000000004,1.748268182128056e-40,15.080537333333334,2.1170110109380857e-09,0.9048509208822679,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",947.6157296386444,1.3152254527113022e-202,1458.866933797926,1.9283537871456085e-307,1750.196024349103,0.0,z=Phi^{-1}(u),995.1857005732955,1.0,54000,54250,250,250,non_overlapping
0.37,3.2584761635557936e-31,12.009133333333335,1.1090942608760201e-09,3.756257868304857,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",914.468442161838,1.96651245557212e-195,1410.6686796505294,4.932005945293217e-297,1597.550388122795,0.0,z=Phi^{-1}(u),881.1588384529974,1.0,54250,54500,250,250,non_overlapping
0.298,3.524665833316211e-20,8.686277333333335,1.3424505951320498e-10,2.8254537022805266,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",724.954831405722,1.973057422876111e-154,934.6374338860043,2.2285720301298337e-194,991.6388849145699,2.3683194176591998e-197,z=Phi^{-1}(u),691.046539822764,1.0,54500,54750,250,250,non_overlapping
0.324,7.354336918645813e-24,8.316361333333333,5.5824900258016896e-11,1.104569597267158,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",879.9663911148193,5.7639968751976e-188,1197.7603945460205,4.382168988767834e-251,1281.4637845704456,2.7550698726332306e-259,z=Phi^{-1}(u),848.3247120948613,1.0,54750,55000,250,250,non_overlapping
0.33799999999999997,5.54564969985033e-26,9.411997333333334,6.149735165550396e-10,0.466866869101608,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",871.0734708880028,4.8438978862380375e-186,1397.448140980324,3.5277122988773345e-294,1691.6924725327515,0.0,z=Phi^{-1}(u),776.7159403241859,1.0,55000,55250,250,250,non_overlapping
0.28600000000000003,1.3586822268127908e-18,5.581329333333335,4.054103719397517e-10,3.113484717703585,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1016.5815637937939,1.5450102713084656e-217,1748.874537331508,0.0,2630.4270977374904,0.0,z=Phi^{-1}(u),945.1462013729017,1.0,55250,55500,250,250,non_overlapping
0.29000000000000004,4.095254214372065e-19,7.722853333333333,1.2070680011078139e-09,1.5745217127493447,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",870.4400601658845,6.641490897116861e-186,1303.1562663839038,7.97144739361809e-274,1448.4745309938949,4.490967332605015e-295,z=Phi^{-1}(u),698.271467314583,1.0,55500,55750,250,250,non_overlapping
0.26799999999999996,2.4033434789475666e-16,5.697825333333333,5.994935659003886e-10,3.381118302287007,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",950.2123952167515,3.6051250298252517e-203,1503.4045034829842,0.0,1843.6082267317463,0.0,z=Phi^{-1}(u),772.9501176467094,1.0,55750,56000,250,250,non_overlapping
0.15400000000000003,1.211756149014716e-05,2.0630573333333335,8.65063991417614e-06,3.086744630063265,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1129.7144393548563,4.909655633589213e-242,2046.9820165365213,0.0,3290.3572140711385,0.0,z=Phi^{-1}(u),966.2981321176313,1.0,56000,56250,250,250,non_overlapping
0.30999999999999994,7.766587460292168e-22,8.657301333333333,1.2566669926883378e-10,1.5417963984716607,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",862.5285308960235,3.4221413743752886e-184,1279.5052973861575,1.0127719122735075e-268,1392.9489808059711,3.6057557746468317e-283,z=Phi^{-1}(u),783.2913735200204,1.0,56250,56500,250,250,non_overlapping
0.39,9.308779485513895e-35,14.775385333333334,1.4933267955541396e-09,0.6776668444004486,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",942.7648548019285,1.4757678451335938e-201,1429.229745766541,4.844124642087974e-301,1628.3145654237776,0.0,z=Phi^{-1}(u),1047.197730614627,1.0,56500,56750,250,250,non_overlapping
0.41600000000000004,1.08427091944782e-39,14.162493333333334,6.977380895278884e-10,1.0659714408256775,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",860.0745954443152,1.1622820744806605e-183,1286.3900236080979,3.3099395839810884e-270,1430.888812259851,2.650650086890486e-291,z=Phi^{-1}(u),1020.6506039993322,1.0,56750,57000,250,250,non_overlapping
0.31600000000000006,1.0838233075426612e-22,11.008053333333335,2.2467139260129443e-10,1.5881481636939156,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",933.2759006298076,1.670868603627743e-199,1453.2108259659478,3.211116003786216e-306,1734.8950249701077,0.0,z=Phi^{-1}(u),1202.0356094884398,0.984,57000,57250,250,250,non_overlapping
0.274,4.456284348465677e-17,5.359193333333334,1.8589763062237807e-10,2.101170256142666,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",941.846673588359,2.3321965184315855e-201,1435.3078883601347,2.3589850759644724e-302,1572.7684575881844,0.0,z=Phi^{-1}(u),795.2156344480995,1.0,57250,57500,250,250,non_overlapping
0.194,1.0217160464819998e-08,3.337881333333333,1.1260998911133413e-08,1.3210497609497338,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",948.5766705207915,8.146919399480493e-203,1521.7955881413482,0.0,1767.9703651339694,0.0,z=Phi^{-1}(u),825.9137638058739,1.0,57500,57750,250,250,non_overlapping
0.314,2.0991639065297321e-22,11.266437333333334,3.485222110910513e-10,3.1847890013917777,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",958.6698066157637,5.323254547681684e-205,1510.523130016536,0.0,1794.5846259366099,0.0,z=Phi^{-1}(u),1095.315303115914,1.0,57750,58000,250,250,non_overlapping
0.318,5.570166771421543e-23,7.962897333333334,2.237521279369048e-11,1.0734866961025205,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",801.2056626611151,6.345427354312824e-171,1104.0058249556414,7.2258358314991e-231,1162.7668736310748,6.847721529661163e-234,z=Phi^{-1}(u),794.5067424577377,1.0,58000,58250,250,250,non_overlapping
0.52,2.0981973788426187e-63,29.919681333333333,5.809121628175262e-09,1.9465100401663733,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",920.2284077348703,1.1143395146838654e-196,1312.6901270922638,6.9811842767086304e-276,1389.1737735251115,2.3236988849364504e-282,z=Phi^{-1}(u),1470.2144695806312,0.976,58250,58500,250,250,non_overlapping
0.316,1.0838233075426804e-22,7.213525333333333,3.444610152669725e-10,1.8263999823625454,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",925.3354610816193,8.742437501990558e-198,1232.0866472261398,1.7252108824230708e-258,1326.1294388054805,7.495792537434081e-269,z=Phi^{-1}(u),924.7267178650017,1.0,58500,58750,250,250,non_overlapping
0.21799999999999997,6.529461679456676e-11,4.509997333333334,2.927491582482844e-11,0.3157422983857714,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",959.6698882682372,3.23362813873721e-205,1329.3078377966388,1.808253317881894e-279,1419.6497876988699,6.809218295661552e-289,z=Phi^{-1}(u),832.6993344532722,1.0,58750,59000,250,250,non_overlapping
0.296,6.551690935751788e-20,6.9523893333333335,1.6944234904059385e-10,0.9639301129653859,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",867.5306954535889,2.8304147949468473e-185,1240.0986582817352,3.2232779922959596e-260,1315.6275860201547,1.3311805641253596e-266,z=Phi^{-1}(u),825.5307332634588,1.0,59000,59250,250,250,non_overlapping
0.31800000000000006,5.570166771421436e-23,7.724053333333334,1.2103843483046717e-09,0.8367503722433014,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",891.4378879563005,1.8973101114817153e-190,1322.4388297897945,5.493626545435447e-278,1441.8680829269524,1.1723811358152954e-293,z=Phi^{-1}(u),799.7204759490485,1.0,59250,59500,250,250,non_overlapping
0.306,2.821306890600364e-21,7.654381333333334,1.0306865361187079e-09,0.510487702235821,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",821.5392352454556,2.531441768219463e-175,1161.3626595861606,3.103413905846051e-243,1237.7088829928243,6.394644130577418e-250,z=Phi^{-1}(u),772.3490968338673,1.0,59500,59750,250,250,non_overlapping
0.436,9.576334304856273e-44,16.984249333333334,7.917788646949475e-10,0.5624148460723575,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",866.8302613971574,4.0125683370061105e-185,1182.1496942149436,1.0203711332874649e-247,1248.5005131037992,3.135598296090739e-252,z=Phi^{-1}(u),1065.5074823024604,1.0,59750,60000,250,250,non_overlapping
0.258,3.6492086518511065e-15,5.673141333333334,5.499053434832035e-10,0.48811048530410517,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",915.2434717910987,1.3364472641562028e-195,1356.7387858535562,2.1683744593507788e-285,1469.5220441177207,1.3748003220764233e-299,z=Phi^{-1}(u),757.3406571125998,1.0,60000,60250,250,250,non_overlapping
0.29800000000000004,3.5246658333161527e-20,6.683197333333333,7.696165926773801e-11,1.2943574460101956,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",889.9895934904661,3.904582507215616e-190,1271.1173574201273,6.539158848673092e-267,1338.8204806337887,1.4327296604193398e-271,z=Phi^{-1}(u),782.6886893835291,1.0,60250,60500,250,250,non_overlapping
0.336,1.1305468128459719e-25,10.392913333333336,7.239253640989318e-11,0.639683315843314,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",971.3160171692639,9.741079302822212e-208,1556.82154021786,0.0,1917.7259919615776,0.0,z=Phi^{-1}(u),976.3097681534283,1.0,60500,60750,250,250,non_overlapping
0.39999999999999997,1.3047816410670952e-36,12.399493333333334,1.95332772179313e-09,5.566654707276513,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",1043.9327472595298,1.8490950513157605e-223,1808.6591652970615,0.0,2615.5903859058944,0.0,z=Phi^{-1}(u),1140.9734915231172,0.984,60750,61000,250,250,non_overlapping
0.334,2.293936183994404e-25,9.916053333333332,1.569157692671297e-09,0.8212140319291166,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",965.3485173511085,1.9073344738468612e-206,1568.66200682868,0.0,2018.112605047546,0.0,z=Phi^{-1}(u),1066.4572575481375,1.0,61000,61250,250,250,non_overlapping
0.28,7.93905600217698e-18,6.595697333333334,5.872968777964616e-11,1.9446011299725967,"[0.559, 0.629, 0.75, 0.87, 1.032]","[15.0, 10.0, 5.0, 2.5, 1.0]",946.587271710091,2.195943176372611e-202,1403.4710447302955,1.7664304991145145e-295,1551.9103664217814,0.0,z=Phi^{-1}(u),1008.8975482183317,1.0,61250,61500,250,250,non_overlapping
