pit_ks_stat,pit_ks_pvalue,pit_cvm_stat,pit_cvm_pvalue,pit_ad_stat,pit_ad_pvalue,pit_lb_stat_lag5,pit_lb_pvalue_lag5,pit_lb_stat_lag10,pit_lb_pvalue_lag10,pit_lb_stat_lag20,pit_lb_pvalue_lag20,pit_lb_input,pit_acf_lag1,crps_mean,empirical_coverage,window_start,window_end,window_len,window_step,window_mode
0.16600000000000004,1.7261388018052337e-06,2.3426453333317814,2.0068713220133816e-06,18.480628841932457,0.01,286.7657653819611,7.002456271574627e-60,288.3516752462278,4.494901504480978e-56,300.1817942165578,7.420611514186936e-52,z=Phi^{-1}(u),0.7786341356007899,1108.3997757071916,0.876,0,250,250,50,overlapping
0.12,0.0013550102442608874,1.1253453333331014,0.0012339855060253813,8.797774433832501,0.01,375.25377729242865,6.374577061420298e-79,393.0948475084197,2.773830318359585e-78,397.8741629968575,5.641579765840791e-72,z=Phi^{-1}(u),0.8062685068364788,1380.686557709096,0.804,50,300,250,50,overlapping
0.16999999999999998,8.720933843779303e-07,1.9336453333331531,1.7040529862621945e-05,7.660305718696918,0.01,410.9100680667843,1.3201347716975697e-86,443.09914173778725,6.191453732807253e-89,457.2279680471893,2.5335697997476204e-84,z=Phi^{-1}(u),0.8317987038020143,1421.4191519030337,0.788,100,350,250,50,overlapping
0.09599999999999997,0.018604051074563803,0.3925093333332934,0.07554930038628316,3.505524377576535,0.01,574.8116582987942,5.592501901971429e-122,679.4939274305005,1.5823686937845818e-139,696.6158410738346,1.150892703061186e-134,z=Phi^{-1}(u),0.8779477766202831,1355.435023823434,0.828,150,400,250,50,overlapping
0.07200000000000001,0.14256695358522586,0.27074533333332934,0.16381704254452933,0.9151513391443871,0.02081932044959379,708.9934996217355,5.580026275207737e-151,1089.3869872750454,1.0237973887971171e-227,1307.9091229614735,5.988482008366895e-265,z=Phi^{-1}(u),0.8866768077546386,1322.0948903268022,0.852,200,450,250,50,overlapping
0.058000000000000024,0.35594570590954033,0.10466933333332933,0.5628126576635811,0.4001993920265363,0.15,664.7267232030711,2.075716961822703e-141,984.6094760467528,3.8639322563974025e-205,1154.733764887131,3.5716077783852014e-232,z=Phi^{-1}(u),0.8808070999012333,1325.79325185183,0.836,250,500,250,50,overlapping
0.11599999999999999,0.002183738235152538,1.1211733333333334,0.0012620091249065934,0.6730023785463572,0.08181719894778627,699.5165365982955,6.248720166765736e-149,981.4270548085291,1.872712212669661e-204,1136.1126078519312,3.411650933566175e-228,z=Phi^{-1}(u),0.9348652080284117,1082.6489231083942,0.932,300,550,250,50,overlapping
0.24000000000000002,3.706006465531486e-13,6.104797333333334,1.1170064873056162e-11,0.20724214461588986,0.15,480.53124072895434,1.2707983429909943e-101,517.1248973432342,9.650512949371605e-105,603.7510839497054,4.665581608549531e-115,z=Phi^{-1}(u),0.8975007612955266,996.754708958863,0.94,350,600,250,50,overlapping
0.254,1.0505011839469013e-14,7.267181333333334,3.960186623075401e-10,1.3705391654625316,0.01,479.4295719165696,2.1969085868593152e-101,487.9467903846621,1.65962067430606e-98,508.7025833539041,4.3788620998979974e-95,z=Phi^{-1}(u),0.897308576287623,1067.5695018696445,0.896,400,650,250,50,overlapping
0.20199999999999999,2.0289194101949145e-09,3.6839053333333336,1.899325141607733e-09,1.99896893903599,0.01,594.589016514052,2.985170073693724e-126,657.9462370801126,6.645336163169076e-135,678.8884016029818,6.457194539719783e-131,z=Phi^{-1}(u),0.9163987302826287,983.8463347989863,0.912,450,700,250,50,overlapping
0.16999999999999998,8.720933843779303e-07,3.0432813333333333,5.2168038666700056e-08,1.862573352020263,0.01,663.0350381750046,4.817901037968577e-141,789.8484050106333,3.1394366325015416e-163,861.8359687221255,1.0318831367995362e-169,z=Phi^{-1}(u),0.9251223343300613,1036.435856655385,0.908,500,750,250,50,overlapping
0.13,0.0003826527409824304,1.3608573333333334,0.00035007142531773283,2.302389603878339,0.01,609.05659563845,2.2334867350928583e-129,685.5830169786379,7.807839772487778e-141,780.4595193646506,1.98424814144794e-152,z=Phi^{-1}(u),0.9178334704901179,1044.8160023807757,0.896,550,800,250,50,overlapping
0.05600000000000005,0.398540394838254,0.21137733333333333,0.2465448742809353,2.1477048795298117,0.01,660.3406777745008,1.8419853237611923e-140,784.7702639008647,3.8759648800585467e-162,926.8377997462403,1.52134647268006e-183,z=Phi^{-1}(u),0.9281066473019902,1073.2427348333795,0.904,600,850,250,50,overlapping
0.09000000000000008,0.03269013251541786,0.48411733333333345,0.04363380926634719,1.82049317826295,0.01,650.0909932709736,3.025638818869417e-138,778.7627173032039,7.578561538800102e-161,892.7284804622869,2.7716657247772654e-176,z=Phi^{-1}(u),0.9249640880008332,1036.2013542063823,0.924,650,900,250,50,overlapping
0.060000000000000026,0.31642375172450554,0.21050933333333335,0.24807739035436016,0.9838621305075606,0.014457210138188839,614.8846859767419,1.2291742034739233e-130,712.0453155442015,1.6289835140013183e-146,769.9906997406118,3.297811499908105e-150,z=Phi^{-1}(u),0.9253177967613009,1048.6934882152086,0.924,700,950,250,50,overlapping
0.10200000000000004,0.010208977024219903,0.6678533333333334,0.015178066843319682,1.2022915112154067,0.01,650.6743840968454,2.2631738790439165e-138,755.086150323709,9.276710564212485e-156,805.333330086988,1.0438289527433063e-157,z=Phi^{-1}(u),0.9305154140874851,1061.0472327296263,0.896,750,1000,250,50,overlapping
0.07200000000000001,0.14256695358522586,0.35447733333333337,0.09555669545568601,1.245152778897932,0.01,649.5179971007169,4.024101684952841e-138,787.104986772233,1.2205301324633814e-162,852.3162948420014,1.09015939337169e-167,z=Phi^{-1}(u),0.9324557047492824,1025.607118270017,0.9,800,1050,250,50,overlapping
0.10999999999999999,0.004333448578483485,1.0313453333333333,0.0020495738231396388,1.0367084636541222,0.01,606.135119531911,9.555465366573509e-129,711.7088620943439,1.9237910817459741e-146,737.2868231205354,2.822280310187697e-143,z=Phi^{-1}(u),0.9231985498377618,971.4406821070684,0.896,850,1100,250,50,overlapping
0.08400000000000002,0.05538907401547388,0.4945013333333334,0.041050083304719376,0.4445439730152998,0.15,602.1430028790684,6.963674789837271e-128,757.8586710384043,2.353416200123906e-156,812.6455665636155,2.9244079921685353e-159,z=Phi^{-1}(u),0.9156320530675499,901.9803663341974,0.928,900,1150,250,50,overlapping
